"","AM.AD.1","AM.AD.2","AM.F10.T1","AM.F10.T2","DA.AD.1","DA.AD.1T","DA.AD.2","DA.AD.3","DA.AD.3T","DA.AD.4","ES.AD.1","ES.AD.2","ES.AD.3","ES.AD.4","FR.AD.1","FR.AD.2","FR.AD.3","FR.AD.4","FR.AD.5","FR.AD.6","FR.AD.7","FR.AD.8","IT.AD.1","IT.AD.2","IT.AD.3","IT.AD.4","IT.AD.5","IT.AD.6","JP.AD.1","JP.AD.2","JP.AD.3","JP.AD.4","JP.AD.5","JP.AD.6","JP.AD.7","JP.AD.8","JP.AD.9","JP.IN.1","JP.IN.2","JP.IN.3","JP.IN.4","MH0001","MH0002","MH0003","MH0004","MH0005","MH0006","MH0007","MH0008","MH0009","MH0010","MH0011","MH0012","MH0013","MH0014","MH0015","MH0016","MH0017","MH0018","MH0019","MH0020","MH0021","MH0022","MH0023","MH0024","MH0025","MH0026","MH0027","MH0028","MH0030","MH0031","MH0032","MH0033","MH0034","MH0035","MH0036","MH0037","MH0038","MH0039","MH0040","MH0041","MH0042","MH0043","MH0044","MH0045","MH0046","MH0047","MH0048","MH0049","MH0050","MH0051","MH0052","MH0053","MH0054","MH0055","MH0056","MH0057","MH0058","MH0059","MH0060","MH0061","MH0062","MH0063","MH0064","MH0065","MH0066","MH0067","MH0068","MH0069","MH0070","MH0071","MH0072","MH0073","MH0074","MH0075","MH0076","MH0077","MH0078","MH0079","MH0080","MH0081","MH0082","MH0083","MH0084","MH0085","MH0086","TS1_V2","TS10_V2","TS100_V2","TS101.2_V2","TS103_V2","TS104_V2","TS105_V2","TS106_V2","TS107_V2","TS109_V2","TS11_V2","TS110_V2","TS111_V2","TS115_V2","TS116_V2","TS117_V2","TS118_V2","TS119_V2","TS12_V2","TS120_V2","TS124_V2","TS125_V2","TS126_V2","TS127_V2","TS128_V2","TS129_V2","TS13_V2","TS130_V2","TS131_V2","TS132_V2","TS133_V2","TS134_V2","TS135_V2","TS136_V2","TS137_V2","TS138_V2","TS139_V2","TS14_V2","TS140_V2","TS141_V2","TS142_V2","TS143_V2","TS144_V2","TS145_V2","TS146_V2","TS147_V2","TS148_V2","TS149_V2","TS15_V2","TS150_V2","TS151_V2","TS152_V2","TS153_V2","TS154.2_V2","TS155_V2","TS156_V2","TS16_V2","TS160_V2","TS161_V2","TS162_V2","TS163_V2","TS164_V2","TS165_V2","TS166_V2","TS167_V2","TS168_V2","TS169_V2","TS17_V2","TS170_V2","TS178_V2","TS179_V2","TS180_V2","TS181_V2","TS182_V2","TS183_V2","TS184_V2","TS185_V2","TS186_V2","TS19_V2","TS190_V2","TS191_V2","TS192_V2","TS193_V2","TS194_V2","TS195_V2","TS2_V2","TS20_V2","TS21_V2","TS22_V2","TS23_V2","TS25_V2","TS26_V2","TS27_V2","TS28_V2","TS29_V2","TS3_V2","TS30_V2","TS31_V2","TS32_V2","TS33_V2","TS34_V2","TS35_V2","TS37_V2","TS38_V2","TS39_V2","TS4_V2","TS43_V2","TS44_V2","TS49_V2","TS5_V2","TS50_V2","TS51_V2","TS55_V2","TS56_V2","TS57_V2","TS6_V2","TS61_V2","TS62_V2","TS63_V2","TS64_V2","TS65_V2","TS66_V2","TS67_V2","TS68_V2","TS69_V2","TS7_V2","TS70_V2","TS71_V2","TS72_V2","TS73_V2","TS74_V2","TS75_V2","TS76_V2","TS77_V2","TS78_V2","TS8_V2","TS82_V2","TS83_V2","TS84_V2","TS85_V2","TS86_V2","TS87_V2","TS88_V2","TS89_V2","TS9_V2","TS90_V2","TS91_V2","TS92_V2","TS94_V2","TS95_V2","TS96_V2","TS97_V2","TS98_V2","TS99.2_V2"
"Vibrio",0,0,0,1.85e-06,0,0,0,1.568e-05,0,0,0,0,0,0,0,0,1.11e-05,1.314e-05,2.88e-06,0,0,0,4.61e-05,0,0,0,8.62e-06,0,0,0,0,0,0,0,0,0,1.083e-05,0,0,0,0,3.558e-05,1.023e-05,9.57e-06,3.839e-05,4.387e-05,2.262e-05,4.842e-05,4.933e-05,1.611e-05,2.804e-05,1.23e-05,1.556e-05,3.616e-05,1.506e-05,4.627e-05,1.333e-05,4.274e-05,2.608e-05,4.432e-05,1.571e-05,1.143e-05,6.94e-05,4.911e-05,1.288e-05,1.594e-05,2.214e-05,4.425e-05,1.268e-05,2.931e-05,1.959e-05,1.227e-05,1.999e-05,8.51e-06,1.908e-05,2.859e-05,2.168e-05,3.363e-05,2.15e-05,1.186e-05,8.1e-06,2.141e-05,1.731e-05,1.137e-05,1.509e-05,2.021e-05,1.064e-05,2.299e-05,8.32e-06,1.773e-05,1.495e-05,6.81e-06,4.081e-05,1.916e-05,2.169e-05,2.014e-05,1.9e-05,2.17e-05,1.345e-05,1.589e-05,1.848e-05,1.41e-05,1.084e-05,7.06e-06,1.337e-05,1.268e-05,8.11e-06,1.253e-05,1.128e-05,1.122e-05,1.548e-05,4.266e-05,3.252e-05,1.655e-05,1.591e-05,1.194e-05,1.391e-05,4.94e-06,1.461e-05,1.423e-05,1.515e-05,1.316e-05,1.407e-05,1.015e-05,9.43e-06,1.631e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stenotrophomonas",0,0,0,0,0,0,0,0,6.8e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701e-05,3.84e-05,8.83e-06,0,6.884e-05,9.174e-05,0,2.058e-05,6.3e-06,3.073e-05,0.00021673,2.208e-05,1.72e-05,2.325e-05,5.888e-05,3.566e-05,3.059e-05,4.35e-05,3.809e-05,2.295e-05,1.946e-05,2.705e-05,3.532e-05,5.038e-05,1.765e-05,5.548e-05,1.209e-05,4.913e-05,1.985e-05,5.195e-05,1.31e-05,1.995e-05,6.702e-05,4.569e-05,1.742e-05,2.117e-05,1.748e-05,4.209e-05,1.389e-05,2.653e-05,2.194e-05,1.402e-05,2.143e-05,6.43e-06,1.936e-05,3.386e-05,4.26e-05,3.138e-05,3.402e-05,2.297e-05,1.74e-05,2.588e-05,2.382e-05,1.52e-05,1.23e-05,2.692e-05,2.654e-05,3.077e-05,1.052e-05,3.514e-05,3.663e-05,1.52e-05,2.738e-05,5.077e-05,2.382e-05,3.492e-05,2.06e-05,2.677e-05,2.169e-05,3.939e-05,1.051e-05,3.051e-05,1.555e-05,1.081e-05,2.096e-05,4.87e-05,6.45e-06,1.796e-05,1.419e-05,1.003e-05,2.933e-05,6.16e-06,9.69e-06,3.84e-05,2.352e-05,1.934e-05,1.719e-05,4.63e-06,2.212e-05,1.397e-05,1.821e-05,1.323e-05,4.143e-05,9.06e-06,1.115e-05,2.021e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xanthomonas",0,0,0,1.53e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97e-06,0,0,0,0,0,0,0,0,2.525e-05,0,6.231e-05,3.665e-05,4.515e-05,0.00012178,9.023e-05,6.555e-05,0.00010303,7.204e-05,4.642e-05,4.218e-05,5.79e-05,7.804e-05,0.00010972,3.899e-05,0.00011974,2.574e-05,0.00011032,4.573e-05,0.00011102,2.653e-05,3.94e-05,0.00015076,0.00010269,3.602e-05,4.25e-05,3.984e-05,9.772e-05,2.991e-05,5.791e-05,4.443e-05,2.839e-05,4.509e-05,1.423e-05,4.531e-05,7.11e-05,8.762e-05,7.025e-05,7.311e-05,4.777e-05,3.225e-05,5.745e-05,5.736e-05,2.952e-05,2.479e-05,6.301e-05,5.402e-05,7.299e-05,2.422e-05,7.581e-05,7.704e-05,3.153e-05,7.404e-05,0.00010557,5.647e-05,6.868e-05,3.915e-05,5.815e-05,4.634e-05,8.083e-05,2.675e-05,6.199e-05,3.599e-05,2.782e-05,4.725e-05,0.00010006,1.5e-05,3.622e-05,2.82e-05,2.034e-05,7.004e-05,1.432e-05,2.189e-05,7.292e-05,5.171e-05,4.189e-05,3.591e-05,1.25e-05,4.846e-05,3.122e-05,3.779e-05,2.846e-05,7.774e-05,2.162e-05,2.395e-05,4.13e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brachyspira",0,0,0,0,0,0,0,0,0,0,0,9.71e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.557e-05,9.43e-06,4.45e-06,4.87e-05,4.297e-05,2.282e-05,6.57e-05,5.36e-05,1.545e-05,5.664e-05,2.344e-05,1.172e-05,0.00020036,1.001e-05,5.816e-05,1.673e-05,5.46e-05,4.735e-05,7.748e-05,1.18e-05,0.00023088,0.00121615,7.256e-05,1.8e-05,0.00145717,2.339e-05,5.12e-05,4.184e-05,3.695e-05,3.1e-05,2.435e-05,2.399e-05,1.302e-05,3.05e-05,2.556e-05,1.067e-05,5.399e-05,2.384e-05,1.404e-05,9.32e-06,2.651e-05,2.123e-05,1.661e-05,2.777e-05,1.893e-05,9.91e-06,0.00031726,4.23e-06,1.587e-05,1.178e-05,5.65e-06,1.745e-05,1.289e-05,2.008e-05,1.932e-05,1.022e-05,2.448e-05,1.97e-05,1.104e-05,7.95e-06,7.23e-06,0.00127672,1.872e-05,2.752e-05,1.459e-05,2.838e-05,6.19e-06,1.989e-05,1.644e-05,1.664e-05,1.189e-05,1.09e-05,1.535e-05,1.907e-05,1.97e-05,2.103e-05,4.59e-06,1.633e-05,2.689e-05,1.954e-05,1.949e-05,1.415e-05,1.07e-05,1.037e-05,1.694e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340995,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema",1.702e-05,5.71e-05,1.929e-05,2.229e-05,3.914e-05,1.397e-05,1.78e-05,1.132e-05,1.872e-05,5.537e-05,2.397e-05,3.86e-06,0,5.409e-05,1.045e-05,4.252e-05,0,4.3e-05,3.651e-05,6.336e-05,0,6.481e-05,3.495e-05,4.788e-05,1.157e-05,0,1.089e-05,4.332e-05,2.359e-05,0.00012237,0,0.00013783,0.00041739,0,0,2.197e-05,6.082e-05,0,0,0,0,5.095e-05,2.863e-05,4.045e-05,0.00011207,8.049e-05,6.519e-05,0.00014562,7.522e-05,4.972e-05,6.272e-05,5.246e-05,7.487e-05,0.00014759,5.822e-05,0.00011023,4.478e-05,0.00011988,2.943e-05,0.00011252,7.794e-05,4.544e-05,0.00021086,0.00010357,6.016e-05,4.621e-05,4.358e-05,0.00010649,5.038e-05,8.428e-05,7.16e-05,2.858e-05,5.508e-05,1.975e-05,6.945e-05,9.17e-05,8.264e-05,0.00011056,5.725e-05,6.452e-05,2.753e-05,9.518e-05,0.00010363,5.395e-05,4.933e-05,5.242e-05,2.481e-05,0.0001042,1.693e-05,7.174e-05,6.739e-05,3.268e-05,7.024e-05,8.565e-05,6.13e-05,7.375e-05,3.532e-05,6.922e-05,5.689e-05,8.498e-05,3.144e-05,8.544e-05,4.82e-05,2.893e-05,5.471e-05,8.149e-05,3.278e-05,6.656e-05,5.037e-05,4.292e-05,5.541e-05,3.203e-05,3.188e-05,3.963e-05,6.664e-05,4.244e-05,4.819e-05,2.051e-05,6.446e-05,5.498e-05,6.704e-05,4.33e-05,6.211e-05,1.712e-05,3.188e-05,4.761e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aminobacterium",0,0,0,0,0,4.29e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.012e-05,4.15e-06,6.57e-06,2.584e-05,1.758e-05,1.103e-05,2.56e-05,1.024e-05,1.244e-05,8.65e-06,1.081e-05,1.39e-05,2.861e-05,6.27e-06,1.716e-05,5.07e-06,2.584e-05,6.54e-06,1.725e-05,4.49e-06,7.54e-06,4.117e-05,1.86e-05,8.51e-06,8.34e-06,8.37e-06,2.347e-05,7.82e-06,1.5e-05,1.207e-05,6.06e-06,7.45e-06,4.18e-06,8.8e-06,1.219e-05,1.079e-05,1.807e-05,8.98e-06,9.86e-06,3.89e-06,1.654e-05,1.047e-05,4.49e-06,5.58e-06,7.64e-06,5.15e-06,1.73e-05,2.49e-06,1.356e-05,8.17e-06,7.22e-06,1.485e-05,1.62e-05,1.011e-05,1.322e-05,3.41e-06,8.28e-06,7.21e-06,1.706e-05,3.43e-06,7.02e-06,1.027e-05,3.32e-06,1.291e-05,1.044e-05,6.52e-06,4.56e-06,8.59e-06,7.41e-06,8.63e-06,5.52e-06,3.42e-06,6.48e-06,9.2e-06,6.66e-06,6.19e-06,2.03e-06,1.268e-05,7.44e-06,1.157e-05,9.09e-06,7.53e-06,3.97e-06,4.1e-06,9.73e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aminomonas",0,0,0,0,0,0,0,0,3.59e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.196e-05,4.112e-05,3.367e-05,7.668e-05,4.204e-05,3.436e-05,6.12e-05,2.166e-05,3.546e-05,2.072e-05,3.596e-05,4.924e-05,9.546e-05,2.242e-05,9.328e-05,1.266e-05,7.549e-05,1.355e-05,6.119e-05,1.364e-05,1.636e-05,9.791e-05,4.973e-05,2.636e-05,3.877e-05,1.674e-05,6.256e-05,2.141e-05,2.948e-05,3.166e-05,1.337e-05,2.242e-05,6.84e-06,1.962e-05,3.355e-05,5.212e-05,3.56e-05,3.408e-05,2.94e-05,1.938e-05,3.515e-05,3.666e-05,1.948e-05,9.79e-06,2.684e-05,4.388e-05,4.607e-05,1.163e-05,4.754e-05,3.324e-05,1.844e-05,3.624e-05,5.16e-05,2.193e-05,4.638e-05,1.607e-05,3.022e-05,2.39e-05,6.338e-05,1.498e-05,8.014e-05,2.387e-05,1.589e-05,2.865e-05,6.035e-05,8.28e-06,1.994e-05,2.474e-05,1.114e-05,6.81e-05,7.48e-06,6.45e-06,3.456e-05,2.567e-05,2.104e-05,2.004e-05,6.46e-06,4.663e-05,1.745e-05,3.1e-05,3.679e-05,3.493e-05,6.59e-06,1.68e-05,2.852e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter",0,0,8.25e-06,0,0,3.32e-06,0,2.223e-05,0,0,0,0,0,0,0,0,0,0,0,2.073e-05,4.328e-05,0,0.00448212,0,1.136e-05,0.00030211,0.00083039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.548e-05,0.00012444,0.00015411,0.00027235,0.00021234,0.00018642,0.0003632,0.00011251,0.00012531,0.00011542,0.00012273,0.00023694,0.0003656,0.00014659,0.00031567,5.56e-05,0.0002682,4.448e-05,0.00019723,5.187e-05,8.216e-05,0.00039863,0.00024077,0.00012285,0.00013527,0.00010016,0.00027262,0.00011635,0.00012579,0.00011771,6.005e-05,0.00011682,2.332e-05,0.00010734,0.00013844,0.00021574,0.00012975,0.0001152,0.00016508,7.608e-05,0.00013374,0.00015178,6.368e-05,4.314e-05,0.0001027,8.952e-05,0.00017417,5.851e-05,0.00016782,0.00014326,0.00011428,0.00019549,0.00025823,0.00010199,0.00018742,6.325e-05,0.00011829,0.0001231,0.00027777,0.00013343,0.00020405,0.00010937,7.777e-05,0.00014707,0.00025639,4.065e-05,7.652e-05,0.00012524,5.081e-05,0.00013142,2.426e-05,3.623e-05,8.568e-05,0.00012989,0.00011462,0.00011058,4.279e-05,0.00016452,6.656e-05,0.0001309,7.642e-05,0.00017615,2.527e-05,6.081e-05,0.00010979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acholeplasma",0,0,9.363e-05,0,0,9.9e-06,4.957e-05,0,3.534e-05,6.64e-05,0,4.838e-05,0,0,0,0.00041576,0,0,0,0,0,0,0,0,1.943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010528,3.852e-05,1.816e-05,0.00022089,0.00014559,9.595e-05,0.00011273,0.00010262,0.0001066,9.18e-05,7.867e-05,0.00010087,0.00099458,6.813e-05,0.00011703,4.148e-05,0.00018424,5.939e-05,0.00017286,2.035e-05,7.848e-05,0.00044878,0.00021143,0.00017892,6.068e-05,0.00011088,0.00012727,0.00016818,0.00037367,0.00022691,6.744e-05,0.00010542,3.189e-05,0.00034842,6.893e-05,3.686e-05,0.00036654,8.973e-05,0.0002405,2.366e-05,0.00020382,0.00012386,0.00013738,2.672e-05,3.253e-05,4.027e-05,0.00025266,7.3e-06,7.79e-05,8.22e-05,6.942e-05,0.00018561,0.00025253,9.417e-05,9.795e-05,2.444e-05,8.856e-05,8.591e-05,0.00010852,1.259e-05,1.631e-05,0.00011382,6.149e-05,0.00062731,0.00018788,4.568e-05,1.769e-05,9.972e-05,0.00036646,6.453e-05,3.229e-05,1.611e-05,1.711e-05,0.00014093,0.00015947,0.00016452,4.211e-05,0.0001784,6.332e-05,0.00047252,0.00016349,4.874e-05,1.489e-05,2.287e-05,4.553e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Entomoplasmataceae",0,0,6.163e-05,0,0,4.21e-06,0.00029549,2.35e-05,5.48e-06,0,0,0,0,0,0,0,0,0,4.021e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.926e-05,1.971e-05,5.42e-06,0.00010752,6.357e-05,3.888e-05,4.653e-05,4.293e-05,5.784e-05,3.672e-05,3.804e-05,4.202e-05,0.00059638,3.672e-05,5.543e-05,1.929e-05,8.455e-05,2.599e-05,7.098e-05,4.38e-06,3.93e-05,0.0001841,8.537e-05,5.814e-05,3.01e-05,6.239e-05,4.968e-05,8.313e-05,0.00017829,0.00013009,3.036e-05,6.614e-05,1.452e-05,0.00011224,2.073e-05,1.256e-05,0.00017678,4.794e-05,5.167e-05,1.47e-05,8.776e-05,6.223e-05,2.041e-05,9.83e-06,1.448e-05,4.524e-05,9.713e-05,1.56e-06,3.892e-05,2.988e-05,4.036e-05,9.651e-05,0.00011297,2.961e-05,4.682e-05,6.21e-06,4.023e-05,4.724e-05,6.268e-05,4.76e-06,6.64e-06,3.972e-05,3.423e-05,0.00016897,4.66e-05,1.093e-05,7.5e-06,5.759e-05,9.834e-05,3.404e-05,8.92e-06,9.51e-06,4.43e-06,8.129e-05,4.086e-05,0.0001194,2.122e-05,0.00013606,3.692e-05,0.00013504,0.00011203,1.637e-05,6.83e-06,9.48e-06,2.068e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesoplasma",0,0,3.553e-05,0,0,5.36e-06,3.762e-05,0,2.51e-05,0,0,0,0,0,0,0,0,0,0.00018426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091e-05,2.511e-05,1.236e-05,9.018e-05,4.491e-05,3.824e-05,4.914e-05,4.154e-05,4.859e-05,3.266e-05,3.815e-05,3.81e-05,0.00042582,3.455e-05,3.738e-05,1.408e-05,6.404e-05,1.594e-05,4.631e-05,5.64e-06,3.409e-05,0.00015832,6.549e-05,5.463e-05,2.899e-05,6.104e-05,4.883e-05,6.758e-05,0.00015398,0.00010306,2.457e-05,6.24e-05,1.82e-05,9.583e-05,3.281e-05,2.432e-05,0.00016476,3.953e-05,5.509e-05,1.893e-05,8.011e-05,4.838e-05,2.049e-05,1.259e-05,1.649e-05,2.457e-05,8.622e-05,3.82e-06,3.804e-05,3.479e-05,3.971e-05,8.237e-05,0.00016806,3.72e-05,3.853e-05,7.46e-06,4.536e-05,4.384e-05,6.995e-05,1.694e-05,1.609e-05,5.269e-05,3.178e-05,0.00012524,4.888e-05,1.327e-05,5.93e-06,5.414e-05,6.523e-05,2.796e-05,7.68e-06,6.13e-06,8.77e-06,7.37e-05,3.419e-05,7.545e-05,2.46e-05,9.779e-05,3.221e-05,0.00011634,8.992e-05,2.123e-05,5.02e-06,9.51e-06,2.485e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycoplasma",0,0,0,0,0,0,0.00365058,0,0,0,0,0,0,0,7.897e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016957,8.427e-05,3.247e-05,0.00054043,0.00025077,0.00014321,0.00020864,0.0001992,0.00015141,0.00016606,0.00015583,0.00013239,0.00167164,0.00012209,0.00021687,7.077e-05,0.00031832,0.00010509,0.0003225,4.064e-05,0.00015459,0.00079805,0.00034897,0.00018059,0.00011164,0.00018652,0.00023466,0.00028461,0.00054136,0.00040434,0.00012596,0.00019923,7.463e-05,0.00031672,0.00019622,7.295e-05,0.00068164,0.00021054,0.00016573,4.853e-05,0.00040121,0.00020996,9.019e-05,5.518e-05,5.631e-05,0.00012004,0.00034689,2.209e-05,0.0001466,0.0001285,0.00010599,0.0002878,0.00032251,0.00013491,0.00015345,5.154e-05,0.00016447,0.00014628,0.00023323,4.803e-05,5.913e-05,0.00015482,0.00014303,0.00047603,0.0001694,9.006e-05,4.757e-05,0.00020485,0.00023025,0.00012492,6.724e-05,4.78e-05,4.916e-05,0.00022054,0.00014659,0.00029191,4.337e-05,0.00034155,0.00013308,0.00034779,0.00024524,8.644e-05,3.958e-05,4.223e-05,9.503e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
